image_id,width,height,class_id,x,y,w,h,nx,ny,nw,nh
004cbd797cd1,2992,2991,1,1619.54039,1119.70293,881.32552,1280.61978,0.5412902372994652,0.37435738214643927,0.29456066844919787,0.42815773319959877
0060e4f54aa8,3408,2800,1,491.36972,1036.73739,491.36972,1049.42517,0.1441812558685446,0.3702633535714286,0.1441812558685446,0.3747947035714286
0060e4f54aa8,3408,2800,1,2642.86715,1152.56026,603.68286,1038.896,0.7754891872065728,0.41162866428571426,0.1771369894366197,0.3710342857142857
006e2ac85d57,3032,2436,1,790.41955,514.03247,500.18738,1265.90625,0.2606924637203166,0.2110149712643678,0.1649694525065963,0.5196659482758621
006e2ac85d57,3032,2436,1,1886.50916,526.38277,543.41345,904.65985,0.6221995910290238,0.216084880952381,0.17922607189973616,0.3713710385878489
007b2567d83e,2836,2336,1,281.01881,432.78811,823.43729,1235.15601,0.09908984837799717,0.18526888270547945,0.29035165373765864,0.5287482919520547
007b2567d83e,2836,2336,1,1408.76996,499.27684,877.13952,1107.293,0.49674540197461214,0.21373152397260273,0.3092875599435825,0.4740124143835616
007cf31356c6,4256,3488,1,3153.44265,1662.61333,994.08018,1191.73333,0.740940472274436,0.47666666571100913,0.23357147086466165,0.3416666657110092
007cf31356c6,4256,3488,1,647.89598,2023.04,1261.49333,860.37333,0.15223119830827067,0.58,0.2964035079887218,0.24666666571100918
008ca392cff3,4240,3480,1,2284.17508,1342.64878,1023.12012,1365.74634,0.538720537735849,0.3858186149425287,0.24130191509433963,0.39245584482758616
008ff73b4ef3,4256,3488,1,609.25232,742.45931,1152.75793,1735.71155,0.14315139097744362,0.21286104071100917,0.2708547767857143,0.4976237241972477
008ff73b4ef3,4256,3488,1,2897.23584,913.40061,920.45313,1810.22461,0.6807415037593985,0.26186944094036696,0.21627188204887218,0.5189864134174312
00a129830f4e,2836,2336,1,496.23799,1175.83357,617.38024,665.11583,0.174978134696756,0.5033534118150685,0.2176940197461213,0.28472424229452054
00b0891276a3,3048,2536,1,490.15248,494.52,722.76,1606.13333,0.1608111811023622,0.195,0.2371259842519685,0.6333333320189274
00b0891276a3,3048,2536,1,1682.07248,494.52,836.88013,1462.42667,0.5518610498687664,0.195,0.2745669717847769,0.5766666679810726
00b767b49fcd,2846,2330,1,632.33603,920.35,683.46667,644.63333,0.22218412860154604,0.395,0.24014991918482081,0.2766666652360515
00b767b49fcd,2846,2330,1,1785.68603,1071.8,737.83333,726.18333,0.627437115249473,0.45999999999999996,0.25925275122979624,0.31166666523605147
00b8180bd3a8,2992,2991,1,183.16392,1514.38554,1044.09735,787.79468,0.061217887700534754,0.5063141223671013,0.34896301804812835,0.26338839184219326
00b8180bd3a8,2992,2991,1,1912.53449,1633.09421,798.58606,820.16943,0.6392160728609626,0.5460027449013708,0.2669071056149733,0.2742124473420261
00c1515729a8,3050,2539,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
cada5310214b,1387,1140,1,981.75034,256.08181,225.79065,509.18106,0.7078228839221341,0.2246331666666667,0.16279066330209085,0.446650052631579
cada5310214b,1387,1140,1,323.96213,201.93814,240.76663,480.38121,0.2335703893294881,0.17713871929824562,0.17358805335255947,0.4213870263157895
00e37a390f0f,3056,2544,1,511.60646,285.22763,472.49829,1578.83585,0.16741049083769635,0.1121177790880503,0.1546133147905759,0.6206115762578616
00e37a390f0f,3056,2544,1,2173.99377,331.32503,800.94238,1371.39749,0.7113853959424083,0.13023782625786165,0.26208847513089006,0.5390713404088051
00e3a7e91a34,2140,1760,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
0d4d6acc9ed3,2140,1760,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
93a881fb3292,2140,1760,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
cdd9e3aaf45a,2140,1760,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
00fb65888ddf,4256,3488,1,851.2,676.94549,948.9455,1356.21826,0.2,0.19407840883027522,0.22296651785714286,0.3888240424311927
00fb65888ddf,4256,3488,1,2879.41818,900.94549,875.63623,1136.29089,0.6765550234962406,0.25829859231651375,0.20574159539473683,0.32577147075688073
010214f9b600,3050,2539,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
0102b5cac730,3056,2544,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
b3ffe59e37c7,3056,2544,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
b43de320e7d9,3056,2544,1,1148.33401,1097.72709,473.02649,569.49902,0.3757637467277487,0.4314964976415095,0.15478615510471205,0.22385967767295598
b43de320e7d9,3056,2544,1,2228.20367,935.90224,684.64355,625.51526,0.729124237565445,0.36788610062893085,0.2240325752617801,0.24587863993710693
010433f32857,4256,3488,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
010776c711bc,3032,3032,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
010a18b0c868,3032,2436,1,2121.41032,837.70208,560.71216,1139.59595,0.6996735883905013,0.34388426929392446,0.18493145118733512,0.4678144293924466
010a18b0c868,3032,2436,1,517.15004,692.33211,633.39734,1383.60968,0.17056399736147757,0.28420858374384234,0.208904135883905,0.5679842692939244
010e677381f7,2880,2400,1,1624.77691,1159.05512,543.83203,940.68237,0.5641586493055556,0.48293963333333334,0.18883056597222223,0.3919509875
010e677381f7,2880,2400,1,432.12598,946.98163,755.90552,1171.65363,0.15004374305555557,0.39457567916666664,0.26246719444444444,0.4881890125
0120c5c1352b,2836,2336,1,785.53157,656.82689,649.79633,675.78821,0.27698574400564174,0.28117589469178084,0.22912423483779973,0.2892928981164384
0120c5c1352b,2836,2336,1,1796.32587,391.13239,747.98792,889.49896,0.6334012235543018,0.16743681078767123,0.2637475035260931,0.38077866438356167
0124f624dacb,4240,3480,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
012f57190f1d,2428,2428,1,1440.88577,1319.0304,397.41235,420.12158,0.593445539538715,0.5432579901153213,0.163678892092257,0.1730319522240527
0133bf9a5f5c,2836,2336,1,2147.62756,552.85333,580.10667,638.50667,0.7572734696755994,0.23666666523972604,0.2045510119887165,0.273333334760274
0133bf9a5f5c,2836,2336,1,566.93423,1027.84,654.08,572.32,0.19990628702397742,0.43999999999999995,0.23063469675599438,0.24500000000000002
01376c1ba556,4248,3480,1,696.48983,1070.04082,1060.57147,1297.30615,0.16395711629001883,0.30748299425287356,0.24966371704331453,0.37278912356321836
01376c1ba556,4248,3480,1,2197.38778,757.55102,1107.91846,1046.36731,0.5172758427495292,0.21768707471264367,0.2608094303201507,0.3006802614942529
014a736182d3,4256,3488,1,1020.40636,1463.8484,1070.71582,909.53284,0.2397571334586466,0.4196813073394496,0.25157796522556386,0.2607605619266055
0150df5b6f08,2802,2801,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
015169fc4212,2828,2320,1,433.38881,835.2,641.86667,1403.6,0.15324922560113152,0.36000000000000004,0.22696841230551626,0.605
015484acb9cf,2836,2336,1,1577.73419,325.18694,837.69085,1124.40052,0.5563237623413257,0.13920673801369862,0.2953775916784203,0.48133583904109584
015484acb9cf,2836,2336,1,777.44025,320.20068,558.46057,339.06534,0.27413266925246826,0.13707220890410957,0.19691839562764454,0.1451478339041096
015484acb9cf,2836,2336,1,465.79931,1018.27639,907.49842,401.39353,0.16424517277856135,0.43590598886986304,0.31999239069111424,0.1718294220890411
015ac3c7199d,2668,2151,1,1675.9875,96.795,952.5775,1853.445,0.6281812218890555,0.045,0.35703804347826085,0.8616666666666667
015ac3c7199d,2668,2151,1,446.3325,100.38,745.68,1738.725,0.16729104197901049,0.04666666666666666,0.2794902548725637,0.8083333333333332
01685340af75,2846,2330,1,1800.21908,745.90761,678.62207,872.78876,0.6325435980323261,0.3201320214592275,0.238447670414617,0.37458745064377685
016e884581b8,4240,3480,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
0171f8209991,1387,1140,1,65.20329,180.37412,533.12551,637.97346,0.04701030281182408,0.15822291228070176,0.3843731146359048,0.5596258421052632
0171f8209991,1387,1140,1,643.64447,238.12938,424.72339,443.38271,0.46405513338139864,0.20888542105263158,0.30621729632299927,0.3889322017543859
018343ac5c25,3408,2800,1,1892.56661,956.66667,1064.00014,676.66667,0.5553305780516432,0.34166666785714284,0.3122066138497653,0.24166666785714283
018f32c6644f,2836,2336,1,660.37423,646.29333,626.82667,1273.12,0.23285410084626235,0.276666665239726,0.22102491889985898,0.5449999999999999
018f32c6644f,2836,2336,1,1984.10756,669.65333,673.54667,1362.66667,0.6996147954866008,0.286666665239726,0.2374988258110014,0.583333334760274
0199e056a941,4891,4020,1,525.27996,2485.7,1286.4,978.2,0.10739725209568594,0.6183333333333333,0.263013698630137,0.24333333333333335
0199e056a941,4891,4020,1,2642.47996,2485.7,1534.3002,998.3,0.5402739644244531,0.6183333333333333,0.31369867102841953,0.24833333333333332
01a1aabbef0d,2832,2320,1,1834.16701,1572.39916,648.87988,605.62109,0.6476578425141243,0.6777582586206896,0.22912425141242937,0.2610435732758621
01a1aabbef0d,2832,2320,1,201.87374,796.62724,533.52341,1000.71686,0.07128310028248587,0.3433738103448276,0.18839103460451978,0.43134347413793106
01a6995ec763,3032,3032,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
01a869686037,4248,3480,1,2085.06,339.92999,1200.06006,1766.4599,0.49083333333333334,0.09768103160919539,0.28250001412429376,0.5076034195402299
01a869686037,4248,3480,1,357.54,552.32999,1037.22,1522.20001,0.08416666666666667,0.15871551436781609,0.24416666666666667,0.4374137959770115
01aefe9ed777,3408,2800,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
01b3d67779e8,2802,2801,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
01bf68877dab,4240,3480,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
01c6d2e4f936,2880,2400,1,990.64884,359.13492,640.65912,1233.86203,0.3439752916666666,0.14963955,0.22245108333333335,0.5141091791666667
01c6d2e4f936,2880,2400,1,2126.63225,415.48919,726.6737,1035.13898,0.7384139756944444,0.17312049583333333,0.25231725694444446,0.4313079083333333
01d83be76fbb,2986,2974,1,1821.90301,1184.50039,565.59326,537.7771,0.6101483623576691,0.3982852689979825,0.18941502344273276,0.1808261936785474
01ddea932ac2,4256,3488,1,2996.69278,1278.78635,709.94678,1653.60303,0.7041101456766917,0.3666245269495413,0.16681080357142858,0.4740834375
01ddea932ac2,4256,3488,1,381.79518,1256.73831,643.80283,1441.94189,0.08970751409774437,0.36030341456422016,0.15126946193609023,0.4134007712155964
01e2538deeb0,3056,3198,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
01e4def48338,4248,3480,1,2808.26809,465.26093,1152.6897,2169.76855,0.6610800588512241,0.13369566954022988,0.2713487994350282,0.6234967097701148
01e4def48338,4248,3480,1,1584.38301,472.04146,905.20044,2166.37817,0.37297151836158193,0.1356440977011494,0.21308861581920904,0.6225224626436782
01e604f3bb53,3050,2539,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
01e66c5fc9f3,2996,3052,1,632.00803,759.36484,365.01364,931.29648,0.2109506108144192,0.24880892529488857,0.12183365821094794,0.3051430144167759
01e66c5fc9f3,2996,3052,1,1843.03459,1022.03821,521.93539,648.15506,0.6151650834445928,0.3348749049803408,0.1742107443257677,0.21237059633027525
01e7fdcf87fc,2012,2012,1,264.22548,459.36994,491.46558,882.63205,0.13132479125248508,0.2283150795228628,0.24426718687872762,0.43868392147117297
01e7fdcf87fc,2012,2012,1,1289.28228,469.39985,453.35205,876.61411,0.6407963618290258,0.23330012425447316,0.22532408051689862,0.4356928976143141
01f8945ece37,2880,2540,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
01fc054e43dd,4240,3480,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
02037e3e6555,4240,3480,1,994.06027,471.95635,1228.71387,1437.56818,0.23444817688679245,0.1356196408045977,0.28979100707547173,0.41309430459770113
02037e3e6555,4240,3480,1,2513.00017,537.05378,995.44824,1676.25873,0.5926887193396226,0.1543257988505747,0.2347755283018868,0.4816835431034483
022085a0b648,3050,2539,1,489.75816,1514.04682,483.01794,537.69922,0.16057644590163933,0.596316195352501,0.15836653770491804,0.21177598267034264
022085a0b648,3050,2539,1,1689.70838,1659.86354,568.07801,562.00195,0.5540027475409837,0.6537469633714061,0.18625508524590162,0.22134775502166207
02366ec75168,2836,2336,1,1372.85423,646.29333,973.33345,1483.36,0.4840811812411847,0.276666665239726,0.34320643511988713,0.635
02366ec75168,2836,2336,1,33.54756,587.89333,1206.93333,1604.05333,0.011829181946403384,0.25166666523972603,0.4255759273624824,0.686666665239726
023b985092de,2726,2446,1,502.23484,1343.20534,325.55843,524.87992,0.18423875275128393,0.5491436385936223,0.11942715700660307,0.2145870482420278
023b985092de,2726,2446,1,1847.65487,1353.17141,405.28702,488.33764,0.6777897542186354,0.5532180744071954,0.1486746221570066,0.19964744071954213
0242367347b8,3032,3032,1,2228.67656,412.64875,425.71905,1357.17953,0.735051635883905,0.13609787269129286,0.14040865765171504,0.44761857849604225
024875121068,4240,3480,1,2597.0,1225.89996,731.3999,1586.46667,0.6125,0.35227010344827586,0.17249997641509435,0.45588122701149425
024875121068,4240,3480,1,756.13333,1381.36666,812.66675,1537.0,0.17833333254716982,0.3969444425287356,0.1916666863207547,0.44166666666666665
025bf835bba6,2846,2330,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
025c5bde94c7,2840,2874,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
027473c590c1,2537,2382,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
0283ed37496d,3214,3201,1,190.19995,1785.86664,1132.0,732.0,0.05917857809583074,0.5579089784442361,0.3522090852520224,0.22867853795688847
0283ed37496d,3214,3201,1,1730.19995,1657.86664,908.0,752.0,0.5383322806471686,0.5179214745392065,0.28251400124455506,0.23492658544204936
0286138dab9b,2428,2234,1,1740.2164,535.95725,247.59204,860.58221,0.7167283360790775,0.2399092435094002,0.10197365733113674,0.38522032676812895
0286138dab9b,2428,2234,1,574.13745,645.77633,191.6842,736.78619,0.23646517710049422,0.28906729185317814,0.07894736408566722,0.32980581468218445
029fd29fcfff,2706,2600,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
02a1efc9a703,3032,2436,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
02bc68ef4265,3032,2436,1,2173.29763,676.23688,424.66748,671.34906,0.7167868172823219,0.27760134646962237,0.14006183377308706,0.2755948522167488
02c054cac191,4240,3480,1,473.33325,1874.26666,872.0,808.0,0.11163520047169811,0.5385823735632184,0.20566037735849058,0.23218390804597702
02c054cac191,4240,3480,1,2537.33325,1638.26666,416.0,880.0,0.5984276533018869,0.4707662816091954,0.09811320754716982,0.25287356321839083
02cfb8970bca,2980,2910,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
02d302d64d58,3032,3032,1,722.24528,489.12456,440.49823,898.15842,0.23820754617414247,0.16132076517150395,0.1452830573878628,0.29622639182058047
02d302d64d58,3032,3032,1,2095.22642,473.86923,488.17139,1052.61893,0.6910377374670185,0.15628932387862798,0.1610063951187335,0.3471698317941953
02e0b0db9231,2846,2330,1,551.67585,870.44713,813.81513,732.75784,0.1938425333801827,0.3735824592274678,0.2859505024595924,0.3144883433476395
02e0b0db9231,2846,2330,1,1877.77301,1159.01106,424.74017,590.09703,0.6597937491215742,0.49742963948497854,0.1492410997891778,0.2532605278969957
02eed7c620be,3056,2544,1,2160.01737,461.08895,608.17017,1430.80012,0.7068119666230367,0.1812456564465409,0.1990085634816754,0.5624214308176101
02eed7c620be,3056,2544,1,543.56529,160.20481,979.474,998.67928,0.17786822316753928,0.062973588836478,0.3205085078534032,0.39256261006289306
030297920060,3032,3032,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
030729b6b204,3408,2800,1,758.78853,1390.17927,774.7467,715.82214,0.2226492165492958,0.49649259642857146,0.2273317781690141,0.25565076428571426
030897965e6c,4248,3480,1,787.47683,1081.58188,345.61487,813.72607,0.1853759016007533,0.3107993908045977,0.08135943267419962,0.23382933045977014
0317553424d7,4256,3488,1,65.74666,514.53758,1323.69933,1906.65283,0.015447993421052632,0.14751650802752295,0.3110195794172932,0.5466321186926606
0322cba9c844,3032,2520,1,37.13617,676.62105,856.5458,1333.1886,0.012248077176781003,0.26850041666666663,0.28250191292875987,0.5290430952380952
0322cba9c844,3032,2520,1,1149.92156,1311.64961,883.84091,1208.35039,0.37926172823218995,0.5204958769841269,0.2915042579155673,0.47950412301587303
0326d6990386,2812,2739,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
032edff0990f,2140,1760,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
032f2ab06cad,3060,2548,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
035750d2cc67,3408,2800,1,2386.55754,1220.63158,414.78931,739.89478,0.7002809683098591,0.43593985,0.12171047828638498,0.2642481357142857
035750d2cc67,3408,2800,1,525.61017,988.01316,437.21057,863.21045,0.15422833626760565,0.35286184285714284,0.12828948650234742,0.3082894464285714
035e8786afef,2836,2336,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
035f51150531,4240,3480,1,1111.01882,1475.16981,844.83008,704.75476,0.26203274056603776,0.4238993706896552,0.19925237735849055,0.20251573563218392
035f51150531,4240,3480,1,1102.2641,2337.50943,464.0,376.45264,0.25996794811320756,0.6716981120689656,0.10943396226415095,0.10817604597701148
035f51150531,4240,3480,1,3334.71693,1886.64151,446.49048,770.41516,0.786489841981132,0.5421383649425288,0.10530435849056603,0.22138366666666667
036fe057963a,3032,2520,1,488.78241,957.77525,329.96524,572.32904,0.16120791886543537,0.38006954365079365,0.10882758575197889,0.2271146984126984
039159f7b61b,2846,2292,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
039adaff232e,1387,1140,1,936.225,212.2696,305.14001,509.72249,0.675,0.18620140350877193,0.22000000720980534,0.44712499122807015
039adaff232e,1387,1140,1,351.37333,193.77629,303.98416,589.47498,0.2533333309300649,0.16997920175438597,0.21916666186012976,0.5170833157894736
039c86552c5a,2428,2428,1,614.96588,879.43302,250.65967,414.22577,0.25328084019769354,0.36220470345963757,0.1032370963756178,0.17060369439868206
039c86552c5a,2428,2428,1,1694.07699,762.60018,322.88354,539.5556,0.697725284184514,0.3140857413509061,0.13298333607907742,0.22222224052718287
03a1614f51e7,2872,2416,1,254.32442,391.94189,722.46004,1126.10168,0.08855307103064067,0.1622276034768212,0.25155293871866297,0.46610168874172186
03a1614f51e7,2872,2416,1,1552.99754,266.16949,740.00977,1146.57623,0.5407373050139276,0.11016949089403974,0.25766356894150416,0.4745762541390728
03cafeb389a1,2140,1760,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
03d2a0aeaba5,4240,3480,1,2729.49152,1468.0226,439.09619,1074.80237,0.643748,0.42184557471264367,0.10356042216981132,0.30885125574712646
03d2a0aeaba5,4240,3480,1,455.36727,1671.18644,681.58188,1140.33899,0.10739794103773585,0.4802259885057471,0.1607504433962264,0.32768361781609195
03dc2e91e74d,4240,3480,1,446.11678,1310.8,1461.6,1467.4,0.1052162216981132,0.37666666666666665,0.34471698113207544,0.4216666666666667
03dc2e91e74d,4240,3480,1,1524.91678,748.2,498.8,435.0,0.35965018396226417,0.21500000000000002,0.11764150943396226,0.125
03dc2e91e74d,4240,3480,1,2795.11678,475.6,1218.0,2383.8,0.6592256556603773,0.1366666666666667,0.28726415094339625,0.685
03ef29864757,3056,2544,1,613.74667,509.27338,404.91998,277.58667,0.20083333442408377,0.20018607704402513,0.13249999345549737,0.1091142570754717
03ef29864757,3056,2544,1,850.58671,1023.69998,511.87994,478.77332,0.278333347513089,0.40239779088050315,0.16749998036649213,0.18819705974842768
03ef29864757,3056,2544,1,2100.99988,570.39333,593.37329,926.98669,0.6874999607329842,0.2242112146226415,0.194166652486911,0.3643815605345912
03f4cfb9345d,2977,2605,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
03f542bf62bb,2446,2010,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
03fd83fc90d9,3032,3032,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
041089ce263a,2836,2336,1,546.52083,583.6289,505.90107,1312.75781,0.19270833215796898,0.24984113869863014,0.17838542665726376,0.5619682405821919
041089ce263a,2836,2336,1,1495.54692,498.69661,784.70044,1196.4374,0.5273437658674189,0.21348313784246575,0.2766926798307475,0.512173544520548
041c956d9bd7,4240,3480,1,3317.01496,1052.53733,917.01489,1677.61194,0.7823148490566038,0.30245325574712645,0.2162770966981132,0.4820723965517241
041c956d9bd7,4240,3480,1,373.73138,849.55226,847.76119,1552.23881,0.08814419339622642,0.24412421264367817,0.19994367688679246,0.4460456350574713
041e01732a79,2660,2180,1,704.84024,1157.63127,216.087,422.77891,0.26497753383458644,0.5310235183486239,0.08123571428571429,0.19393527981651376
041ff8cc34cf,3052,3052,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
0424649a0330,2832,2320,1,1708.37991,843.26317,544.97363,675.39465,0.6032414936440679,0.3634755043103448,0.19243419138418077,0.29111838362068965
0424649a0330,2832,2320,1,748.85359,810.65791,600.86841,521.68427,0.2644257026836158,0.3494215129310345,0.21217104872881357,0.2248639094827586
042e8fe12700,1387,1140,1,884.21594,449.00872,272.78027,175.9873,0.6375024801730353,0.393867298245614,0.1966692645998558,0.1543748245614035
042efea6bd1d,3032,2436,1,562.37619,1513.74624,314.98181,343.83508,0.18548027374670184,0.6214065024630542,0.10388582124010554,0.14114740558292282
0439b8a687cc,4248,3480,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
0439f052b73b,2836,2336,1,383.94756,342.61333,735.84,1269.22667,0.1353834837799718,0.14666666523972605,0.25946403385049366,0.543333334760274
0439f052b73b,2836,2336,1,1960.74756,576.21333,642.4,1249.76,0.6913778420310296,0.24666666523972605,0.22651622002820873,0.535
043d37504ca8,2992,2593,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
04427f45efde,4248,3480,1,522.98099,776.98113,1395.28302,2226.98102,0.12311228578154426,0.2232704396551724,0.3284564548022599,0.6399370747126437
04427f45efde,4248,3480,1,1918.26401,410.37736,1701.698,2456.79257,0.45156874058380414,0.11792452873563218,0.4005880414312618,0.7059748764367816
044839a5b51f,3032,2436,1,808.95448,492.42574,586.89105,1236.08914,0.2668055672823219,0.20214521346469624,0.19356564973614773,0.5074257553366174
044839a5b51f,3032,2436,1,2063.1327,864.25743,598.95044,902.44556,0.6804527374670185,0.3547854802955665,0.1975430211081794,0.370462052545156
0449b62bc0b6,2962,2634,1,1738.0842,491.24506,764.85864,1347.02802,0.586794125590817,0.18650154138192865,0.2582237137069548,0.511400159453303
0452c373f62b,3032,2520,1,195.54425,1015.99102,910.20291,855.0391,0.06449348614775725,0.4031710396825397,0.30019884894459103,0.33930123015873015
0452c373f62b,3032,2520,1,1622.90791,1288.36234,792.97981,679.20445,0.5352598647757255,0.5112548968253968,0.26153687664907654,0.26952557539682537
046fd0c18f22,2836,2336,1,492.9609,922.72,677.44,899.36,0.17382260225669957,0.395,0.23887165021156562,0.385
046fd0c18f22,2836,2336,1,1618.13423,1086.24,673.54667,615.14667,0.5705691925246826,0.465,0.2374988258110014,0.263333334760274
047d552a32a7,4256,3488,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
049e68c02a31,2836,2336,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
04a0b90d7875,3032,2520,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
808c6d6f6aba,3032,3032,1,932.4082,1834.81348,556.0,992.0,0.3075224934036939,0.6051495646437994,0.18337730870712401,0.32717678100263853
808c6d6f6aba,3032,3032,1,2008.4082,1878.81348,676.0,712.0,0.6624037598944591,0.619661437994723,0.22295514511873352,0.23482849604221637
04a4a5b779fc,2623,2359,1,532.26144,816.54195,400.23842,1170.69737,0.20292086923370187,0.3461390207715134,0.15258803659931378,0.4962684908859687
04a4a5b779fc,2623,2359,1,1793.01245,1003.31988,460.27418,1180.70333,0.6835731795653831,0.4253157609156422,0.17547624094548228,0.5005101017380246
04aac8fba348,3012,3052,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
04af69b81c7e,3032,2520,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
04bf2d19ee4e,2836,2336,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
04bfc50a592b,2926,2309,1,630.13552,809.1504,323.49207,612.01196,0.21535732057416268,0.35043326115201384,0.11055778195488722,0.2650549848419229
04bfc50a592b,2926,2309,1,1915.36062,1211.32969,434.23706,355.5498,0.6546003485987696,0.5246122520571677,0.14840637730690362,0.15398432221741012
